Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product Name
6511,CA-2017-102197,12/20/17,12/26/17,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,10009,East,OFF-PA-10004156,Office Supplies,Paper,34.02,3,0,16.6698,Xerox 188
6512,CA-2017-167640,3/6/17,3/10/17,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10003158,Office Supplies,Art,23.88,6,0,8.1192,Fluorescent Highlighters by Dixon
6513,CA-2017-167640,3/6/17,3/10/17,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109,West,OFF-LA-10004559,Office Supplies,Labels,11.52,4,0,5.6448,Avery 49
6514,CA-2017-167640,3/6/17,3/10/17,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10001033,Office Supplies,Paper,286.93,7,0,140.5957,Xerox 1893
6515,CA-2017-167640,3/6/17,3/10/17,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109,West,TEC-PH-10001336,Technology,Phones,206.384,2,0.2,23.2182,Digium D40 VoIP phone
6516,US-2017-116652,9/15/17,9/19/17,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10002961,Furniture,Chairs,218.352,3,0.2,0,"Leather Task Chair, Black"
6517,US-2017-116652,9/15/17,9/19/17,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001488,Furniture,Furnishings,529.9,5,0,105.98,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
6518,US-2017-116652,9/15/17,9/19/17,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10001915,Office Supplies,Art,99.3,10,0,41.706,Peel-Off China Markers
6519,US-2017-116652,9/15/17,9/19/17,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10001205,Office Supplies,Appliances,108.96,2,0,30.5088,Belkin 5 Outlet SurgeMaster Power Centers
6520,US-2017-116652,9/15/17,9/19/17,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004528,Office Supplies,Binders,2.688,1,0.2,0.84,Cardinal Poly Pocket Divider Pockets for Ring Binders
6521,CA-2017-138289,1/16/17,1/18/17,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10004995,Office Supplies,Binders,5443.96,4,0,2504.2216,GBC DocuBind P400 Electric Binding System
6522,CA-2017-138289,1/16/17,1/18/17,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,FUR-CH-10004626,Furniture,Chairs,302.67,3,0,72.6408,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
6523,CA-2017-138289,1/16/17,1/18/17,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10001260,Office Supplies,Paper,56.07,7,0,25.2315,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
6524,CA-2016-129308,7/7/16,7/13/16,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10002945,Office Supplies,Labels,10.08,2,0.2,3.276,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
6525,CA-2016-129308,7/7/16,7/13/16,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002310,Technology,Phones,59.994,1,0.4,-12.9987,Panasonic KX T7731-B Digital phone
6526,CA-2016-129308,7/7/16,7/13/16,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001525,Office Supplies,Binders,5.715,5,0.7,-4.7625,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"
6527,CA-2016-129308,7/7/16,7/13/16,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001308,Office Supplies,Binders,9.42,5,0.7,-7.85,GBC Standard Plastic Binding Systems' Combs
6528,CA-2016-157791,12/23/16,12/28/16,Second Class,CA-11965,Carol Adams,Corporate,United States,Warwick,Rhode Island,2886,East,TEC-CO-10002095,Technology,Copiers,1999.96,4,0,899.982,Hewlett Packard 610 Color Digital Copier / Printer
6529,CA-2014-146864,12/22/14,12/26/14,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,10024,East,OFF-ST-10004946,Office Supplies,Storage,216.4,4,0,56.264,Desktop 3-Pocket Hot File
6530,CA-2014-103744,2/23/14,2/27/14,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Office Supplies,Labels,6.936,3,0.2,2.3409,Staple-on labels
6531,CA-2014-103744,2/23/14,2/27/14,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-BI-10000320,Office Supplies,Binders,4.428,3,0.8,-6.8634,GBC Plastic Binding Combs
6532,US-2017-107384,12/4/17,12/8/17,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-AR-10001315,Office Supplies,Art,8.8,5,0,2.552,Newell 310
6533,US-2017-107384,12/4/17,12/8/17,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10004595,Technology,Accessories,142.8,1,0,29.988,First Data TMFD35 PIN Pad
6534,US-2017-107384,12/4/17,12/8/17,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001539,Technology,Accessories,399.95,5,0,143.982,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
6535,CA-2014-128209,11/17/14,11/22/14,Standard Class,GT-14710,Greg Tran,Consumer,United States,Buffalo,New York,14215,East,OFF-BI-10001359,Office Supplies,Binders,2152.776,3,0.2,726.5619,GBC DocuBind TL300 Electric Binding System
6536,CA-2014-128209,11/17/14,11/22/14,Standard Class,GT-14710,Greg Tran,Consumer,United States,Buffalo,New York,14215,East,FUR-BO-10002213,Furniture,Bookcases,4007.84,10,0.2,-50.098,DMI Eclipse Executive Suite Bookcases
6537,CA-2014-169684,10/20/14,10/23/14,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,FUR-TA-10003008,Furniture,Tables,328.59,3,0.4,-147.8655,"Lesro Round Back Collection Coffee Table, End Table"
6538,CA-2014-169684,10/20/14,10/23/14,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-ST-10000934,Office Supplies,Storage,98.352,3,0.2,-24.588,"Contico 72""H Heavy-Duty Storage System"
6539,CA-2015-109862,10/25/15,10/30/15,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711,East,TEC-PH-10004042,Technology,Phones,158.99,1,0,41.3374,ClearOne Communications CHAT 70 OCSpeaker Phone
6540,CA-2015-109862,10/25/15,10/30/15,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711,East,FUR-CH-10002439,Furniture,Chairs,291.1,5,0,75.686,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
6541,US-2017-107888,11/16/17,11/19/17,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10001363,Office Supplies,Paper,73.68,6,0,34.6296,Xerox 1933
6542,US-2017-107888,11/16/17,11/19/17,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,139.92,2,0,23.7864,"Tenex ""The Solids"" Textured Chair Mats"
6543,US-2017-107888,11/16/17,11/19/17,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10003171,Technology,Phones,107.88,3,0.2,10.788,Plantronics Encore H101 Dual EarpiecesHeadset
6544,US-2017-107888,11/16/17,11/19/17,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10003123,Office Supplies,Storage,33.29,1,0,7.9896,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
6545,US-2017-154872,5/14/17,5/18/17,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105,East,OFF-BI-10003007,Office Supplies,Binders,58.17,5,0.7,-46.536,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
6546,US-2017-154872,5/14/17,5/18/17,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105,East,OFF-LA-10000973,Office Supplies,Labels,5.04,2,0.2,1.764,Avery 502
6547,US-2017-154872,5/14/17,5/18/17,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105,East,OFF-PA-10000483,Office Supplies,Paper,24.784,1,0.2,7.745,Xerox 19
6548,CA-2014-113880,3/1/14,3/5/14,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,FUR-CH-10000863,Furniture,Chairs,634.116,6,0.3,-172.1172,Novimex Swivel Fabric Task Chair
6549,CA-2014-113880,3/1/14,3/5/14,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-PA-10003036,Office Supplies,Paper,17.472,3,0.2,5.6784,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
6550,US-2015-164966,7/30/15,8/1/15,First Class,GH-14410,Gary Hansen,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10002304,Furniture,Chairs,155.88,6,0,38.97,"Global Stack Chair without Arms, Black"
6551,CA-2015-126739,11/1/15,11/3/15,Second Class,JH-16180,Justin Hirsh,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000422,Furniture,Chairs,327.564,4,0.1,21.8376,Global Highback Leather Tilter in Burgundy
6552,CA-2017-161578,12/16/17,12/21/17,Second Class,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10002986,Office Supplies,Paper,13.36,2,0,6.4128,Xerox 1898
6553,CA-2017-161578,12/16/17,12/21/17,Second Class,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,90036,West,OFF-ST-10002289,Office Supplies,Storage,158.9,5,0,7.945,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
6554,CA-2014-137092,10/20/14,10/22/14,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,TEC-AC-10001606,Technology,Accessories,319.968,4,0.2,71.9928,Logitech Wireless Performance Mouse MX for PC and Mac
6555,CA-2014-137092,10/20/14,10/22/14,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,OFF-ST-10003805,Office Supplies,Storage,505.32,3,0.2,31.5825,"24 Capacity Maxi Data Binder Racks, Pearl"
6556,CA-2014-137092,10/20/14,10/22/14,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10002109,Office Supplies,Paper,3.808,1,0.2,1.2376,Wirebound Voice Message Log Book
6557,CA-2014-137092,10/20/14,10/22/14,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,OFF-BI-10000632,Office Supplies,Binders,8.682,1,0.8,-14.7594,Satellite Sectional Post Binders
6558,CA-2014-137092,10/20/14,10/22/14,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,OFF-LA-10003510,Office Supplies,Labels,24.424,1,0.2,7.9378,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
6559,CA-2015-166947,6/5/15,6/10/15,Standard Class,EB-13750,Edward Becker,Corporate,United States,Buffalo,New York,14215,East,FUR-CH-10004997,Furniture,Chairs,1522.638,9,0.1,169.182,Hon Every-Day Series Multi-Task Chairs
6560,CA-2016-160941,7/21/16,7/26/16,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,95661,West,OFF-EN-10003001,Office Supplies,Envelopes,419.9,5,0,197.353,Ames Color-File Green Diamond Border X-ray Mailers
6561,CA-2016-160941,7/21/16,7/26/16,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,95661,West,OFF-LA-10003766,Office Supplies,Labels,3.15,1,0,1.512,Self-Adhesive Removable Labels
6562,CA-2017-144680,3/31/17,4/2/17,First Class,SC-20260,Scott Cohen,Corporate,United States,Arlington,Texas,76017,Central,OFF-AP-10003040,Office Supplies,Appliances,33.62,5,0.8,-90.774,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection
6563,CA-2014-166086,5/7/14,5/12/14,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001078,Office Supplies,Binders,16.14,3,0,7.9086,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
6564,CA-2014-166086,5/7/14,5/12/14,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-TA-10003469,Furniture,Tables,194.25,2,0.3,-38.85,Balt Split Level Computer Training Table
6565,CA-2014-166086,5/7/14,5/12/14,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10002578,Office Supplies,Art,8.64,3,0,2.5056,Newell 335
6566,CA-2014-166086,5/7/14,5/12/14,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-CH-10004675,Furniture,Chairs,872.32,4,0,244.2496,"Lifetime Advantage Folding Chairs, 4/Carton"
6567,CA-2017-131282,2/5/17,2/8/17,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,76706,Central,OFF-BI-10004632,Office Supplies,Binders,243.992,4,0.8,-426.986,Ibico Hi-Tech Manual Binding System
6568,CA-2017-131282,2/5/17,2/8/17,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,76706,Central,OFF-AR-10003087,Office Supplies,Art,7.12,5,0.2,0.712,Staples in misc. colors
6569,CA-2014-100678,4/18/14,4/22/14,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10001868,Office Supplies,Art,2.688,2,0.2,1.008,Prang Dustless Chalk Sticks
6570,CA-2014-100678,4/18/14,4/22/14,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002602,Furniture,Chairs,317.058,3,0.3,-18.1176,DMI Arturo Collection Mission-style Design Wood Chair
6571,CA-2014-100678,4/18/14,4/22/14,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10000056,Office Supplies,Envelopes,149.352,3,0.2,50.4063,Cameo Buff Policy Envelopes
6572,CA-2014-100678,4/18/14,4/22/14,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10000474,Technology,Accessories,227.976,3,0.2,28.497,Kensington Expert Mouse Optical USB Trackball for PC or Mac
6573,CA-2016-161543,5/10/16,5/16/16,Standard Class,RD-19720,Roger Demir,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10003971,Office Supplies,Paper,11.96,2,0,5.8604,Xerox 1965
6574,CA-2016-160535,11/25/16,11/30/16,Standard Class,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-ST-10000689,Office Supplies,Storage,563.4,4,0,67.608,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
6575,CA-2016-160535,11/25/16,11/30/16,Standard Class,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060,East,TEC-MA-10004255,Technology,Machines,319.92,8,0,118.3704,Konica Minolta magicolor 1690MF Multifunction Printer
6576,CA-2017-123085,3/3/17,3/8/17,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10000990,Technology,Accessories,1049.44,8,0,440.7648,Imation Bio 2GB USBFlash Drive ImationCorp
6577,CA-2017-123085,3/3/17,3/8/17,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10003968,Furniture,Chairs,170.352,3,0.2,-17.0352,Novimex Turbo Task Chair
6578,CA-2015-153752,12/6/15,12/11/15,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10001615,Technology,Phones,173.94,6,0,50.4426,AT&T CL82213
6579,CA-2014-103660,8/25/14,8/30/14,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10000895,Technology,Phones,1007.944,7,0.2,75.5958,Polycom VVX 310 VoIP phone
6580,CA-2016-169887,10/22/16,10/22/16,Same Day,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10003001,Office Supplies,Paper,6.68,1,0,3.2064,Xerox 1986
6581,CA-2016-169887,10/22/16,10/22/16,Same Day,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10002766,Office Supplies,Art,8.34,3,0,2.2518,Prang Drawing Pencil Set
6582,CA-2016-169887,10/22/16,10/22/16,Same Day,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003095,Furniture,Furnishings,101.94,3,0,30.582,"Linden 12"" Wall Clock With Oak Frame"
6583,CA-2016-148516,8/7/16,8/11/16,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Edmonds,Washington,98026,West,TEC-AC-10003610,Technology,Accessories,179.97,3,0,86.3856,LogitechIlluminated - Keyboard
6584,CA-2017-104731,7/21/17,7/27/17,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-AR-10003727,Office Supplies,Art,101.94,6,0,29.5626,Berol Giant Pencil Sharpener
6585,CA-2017-104731,7/21/17,7/27/17,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,TEC-PH-10002660,Technology,Phones,271.96,4,0,67.99,Nortel Networks T7316 E Nt8 B27
6586,CA-2017-104731,7/21/17,7/27/17,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,FUR-FU-10003274,Furniture,Furnishings,8.8,5,0,3.872,Regeneration Desk Collection
6587,CA-2017-104731,7/21/17,7/27/17,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-AR-10003829,Office Supplies,Art,19.68,6,0,5.7072,Newell 35
6588,CA-2017-104731,7/21/17,7/27/17,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,FUR-BO-10003441,Furniture,Bookcases,302.94,3,0,69.6762,"Bush Westfield Collection Bookcases, Fully Assembled"
6589,CA-2017-104731,7/21/17,7/27/17,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-BI-10003355,Office Supplies,Binders,14.94,3,0,7.1712,Cardinal Holdit Business Card Pockets
6590,CA-2017-104731,7/21/17,7/27/17,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-SU-10003505,Office Supplies,Supplies,231.72,2,0,11.586,Premier Electric Letter Opener
6591,CA-2014-164749,3/23/14,3/26/14,First Class,BG-11740,Bruce Geld,Consumer,United States,Delray Beach,Florida,33445,South,OFF-LA-10004484,Office Supplies,Labels,9.912,3,0.2,3.2214,Avery 476
6592,CA-2015-103716,4/30/15,5/6/15,Standard Class,KB-16585,Ken Black,Corporate,United States,San Francisco,California,94110,West,OFF-AR-10000658,Office Supplies,Art,34.65,3,0,9.702,Newell 324
6593,CA-2015-103716,4/30/15,5/6/15,Standard Class,KB-16585,Ken Black,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10000347,Technology,Phones,19.8,5,0.2,1.7325,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
6594,CA-2016-126795,6/13/16,6/16/16,Second Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001989,Office Supplies,Binders,33.568,2,0.2,11.7488,Premium Transparent Presentation Covers by GBC
6595,CA-2015-146290,5/4/15,5/11/15,Standard Class,SV-20815,Stuart Van,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-AR-10001897,Office Supplies,Art,125.93,7,0,35.2604,Model L Table or Wall-Mount Pencil Sharpener
6596,CA-2017-157112,4/23/17,4/26/17,First Class,GG-14650,Greg Guthrie,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10000285,Office Supplies,Binders,11.76,5,0.7,-7.84,XtraLife ClearVue Slant-D Ring Binders by Cardinal
6597,CA-2017-157112,4/23/17,4/26/17,First Class,GG-14650,Greg Guthrie,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10001804,Office Supplies,Paper,5.344,1,0.2,1.8704,Xerox 195
6598,CA-2014-169257,6/6/14,6/12/14,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002557,Office Supplies,Binders,1.365,1,0.7,-0.91,Presstex Flexible Ring Binders
6599,CA-2014-169257,6/6/14,6/12/14,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Jacksonville,Florida,32216,South,OFF-PA-10002319,Office Supplies,Paper,62.016,2,0.2,22.4808,Xerox 1944
6600,CA-2014-154095,12/2/14,12/7/14,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,FUR-FU-10003849,Furniture,Furnishings,60.72,3,0,23.6808,"DAX Metal Frame, Desktop, Stepped-Edge"
6601,CA-2014-154095,12/2/14,12/7/14,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,OFF-PA-10002923,Office Supplies,Paper,146.82,3,0,73.41,Xerox 1942
6602,CA-2014-154095,12/2/14,12/7/14,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,FUR-CH-10004754,Furniture,Chairs,239.84,8,0,64.7568,"Global Stack Chair with Arms, Black"
6603,CA-2014-154095,12/2/14,12/7/14,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,OFF-LA-10000634,Office Supplies,Labels,15.66,6,0,7.2036,Avery 509
6604,CA-2017-146346,6/17/17,6/20/17,First Class,RA-19945,Ryan Akin,Consumer,United States,Commerce City,Colorado,80022,West,OFF-ST-10001418,Office Supplies,Storage,146.352,3,0.2,-32.9292,Carina Media Storage Towers in Natural & Black
6605,CA-2016-148852,5/26/16,5/31/16,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,OFF-FA-10003467,Office Supplies,Fasteners,5.94,3,0,0,"Alliance Big Bands Rubber Bands, 12/Pack"
6606,CA-2016-148852,5/26/16,5/31/16,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,OFF-PA-10001293,Office Supplies,Paper,45.36,7,0,21.7728,Xerox 1946
6607,CA-2016-148852,5/26/16,5/31/16,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,TEC-PH-10003885,Technology,Phones,211.168,4,0.2,23.7564,Cisco SPA508G
6608,CA-2016-148852,5/26/16,5/31/16,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,FUR-CH-10004860,Furniture,Chairs,484.704,6,0.2,-84.8232,Global Low Back Tilter Chair
6609,CA-2016-148852,5/26/16,5/31/16,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,TEC-MA-10002428,Technology,Machines,371.976,3,0.2,116.2425,Fellowes Powershred HS-440 4-Sheet High Security Shredder
6610,US-2015-118906,3/10/15,3/10/15,Same Day,KB-16585,Ken Black,Corporate,United States,Clinton,Maryland,20735,East,OFF-ST-10002406,Office Supplies,Storage,89.82,6,0,25.1496,Pizazz Global Quick File
6611,CA-2016-168921,10/20/16,10/22/16,First Class,AG-10495,Andrew Gjertsen,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,19.296,3,0.2,6.03,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
6612,CA-2015-107678,4/21/15,4/28/15,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,191.96,2,0,51.8292,Global Deluxe Office Fabric Chairs
6613,CA-2015-107678,4/21/15,4/28/15,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10002215,Office Supplies,Binders,21.3,3,0,9.798,"Wilson Jones Hanging View Binder, White, 1"""
6614,CA-2015-107678,4/21/15,4/28/15,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10002103,Technology,Phones,469.95,5,0,131.586,Jabra SPEAK 410
6615,CA-2015-107678,4/21/15,4/28/15,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,FUR-FU-10003394,Furniture,Furnishings,209.88,3,0,35.6796,"Tenex ""The Solids"" Textured Chair Mats"
6616,CA-2016-123512,6/17/16,6/19/16,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,90045,West,FUR-BO-10004218,Furniture,Bookcases,239.666,2,0.15,14.098,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
6617,CA-2016-123512,6/17/16,6/19/16,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000081,Office Supplies,Labels,22.5,6,0,10.8,Avery 496
6618,CA-2016-123512,6/17/16,6/19/16,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001497,Office Supplies,Paper,219.84,4,0,107.7216,Xerox 1914
6619,US-2017-167402,1/13/17,1/18/17,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,OFF-PA-10004983,Office Supplies,Paper,32.4,5,0,15.552,Xerox 23
6620,US-2017-167402,1/13/17,1/18/17,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,OFF-AR-10004010,Office Supplies,Art,209.94,6,0,54.5844,Hunt Boston Vacuum Mount KS Pencil Sharpener
6621,US-2017-167402,1/13/17,1/18/17,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,OFF-SU-10002881,Office Supplies,Supplies,4164.05,5,0,83.281,Martin Yale Chadless Opener Electric Letter Opener
6622,US-2017-167402,1/13/17,1/18/17,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,FUR-BO-10001608,Furniture,Bookcases,212.94,3,0,53.235,"Hon Metal Bookcases, Black"
6623,CA-2014-130449,9/6/14,9/9/14,First Class,VP-21760,Victoria Pisteka,Corporate,United States,San Francisco,California,94109,West,FUR-FU-10001487,Furniture,Furnishings,41.88,6,0,12.1452,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood"
6624,CA-2014-130449,9/6/14,9/9/14,First Class,VP-21760,Victoria Pisteka,Corporate,United States,San Francisco,California,94109,West,OFF-LA-10001934,Office Supplies,Labels,58.48,8,0,27.4856,Avery 516
